PostTest_1	1	1001, 1002, 1003, 1004, 1005, 1006, 1007, 1008, 1009, 1010									
			31003	soundonly_word					ba.m4a	ba	va^pa^ba
			31004	soundonly_image					cat.m4a	cat.png	cat.png^duck.png^hen.png
			31005	soundonly_image					fish.m4a	fish.png	fish.png^sun.png^nest.png
											
MiniTest_3_1	2	31006, 31007, 31008, 31009, 31010									
			31006	word_word		ma				m+a	d+a^y+a^m+a
			31007	soundonly_word					d_sound.m4a	d	d^c^p
			31008	soundonly_word					ge.m4a	ge	he^be^ge
			31009	soundonly_image					duck.m4a	duck.png	cat.png^duck.png^hen.png
			31010	soundonly_image					sun.m4a	sun.png	fish.png^nest.png^sun.png
											
MiniTest_3_1	3	31011, 31012, 31013, 31014, 31015									
			31011	word_word		sa				s+a	s+a^j+e^l+a
			31012	soundonly_word					t_sound.m4a	t	d^t^v
			31013	soundonly_word					fa.m4a	fa	fi^fu^fa
			31014	soundonly_image					hen.m4a	hen.png	cat.png^duck.png^hen.png
			31015	soundonly_image					nest.m4a	nest.png	fish.png^nest.png^sun.png
											
MiniTest_3_2	1	32001, 32002, 32003, 32004, 32005									
			32001	word_word		li				l+i	l+i^b+i^h+i
			32002	word_word		bu				b+u	f+u^j+u^b+u
			32003	soundonly_word					hu.m4a	hu	cu^hu^su
			32004	soundonly_image					mango.m4a	mango.png	mango.png^water.png^yellow.png
			32005	image_word	_ug	bug.png				b	b^f^h
											
MiniTest_3_2	2	32006, 32007, 32008, 32009, 32010									
			32006	word_word		pi				p+i	p+i^b+i^h+i
			32007	word_word		hu				h+u	f+u^j+u^h+u
			32008	soundonly_word					mu.m4a	mu	pu^du^mu
			32009	soundonly_image					yellow.m4a	yellow.png	mango.png^water.png^yellow.png
			32010	image_word	_an	fan.png				f	b^f^h
											
MiniTest_3_2	3	32011, 32012, 32013, 32014, 32015									
			32011	word_word		si				s+i	d+i^t+i^s+i
			32012	word_word		nu				n+u	s+u^n+u^l+u
			32013	soundonly_word					to.m4a	to	to^bo^zo
			32014	soundonly_image					water.m4a	water.png	mango.png^water.png^yellow.png
			32015	image_word	_at	hat.png				h	b^f^h
											
MiniTest_3_3	1	33001, 33002, 33003, 33004, 33005									
			33001	soundonly_word					kid.m4a	kid	bed^dad^kid
			33002	soundonly_word					bug.m4a	bug	bug^hug^dog
			33003	soundonly_word					ye.m4a	y+e	v+e^y+e^n+e
			33004	soundonly_image					baby.m4a	baby.png	baby.png^leaf.png^fire.png
			33005	image_word	_un	sun.png				s	s^t^c
											
MiniTest_3_3	2	33006, 33007, 33008, 33009, 33010									
			33006	soundonly_word					dad.m4a	dad	bed^dad^kid
			33007	soundonly_word					dog.m4a	dog	bug^hug^dog
			33008	soundonly_word					zi.m4a	z+i	z+i^v+i^s+i
			33009	soundonly_image					fire.m4a	fire.png	baby.png^leaf.png^fire.png
			33010	image_word	_ug	mug.png				m	l^h^m
											
MiniTest_3_3	3	33011, 33012, 33013, 33014, 33015									
			33011	soundonly_word					bed.m4a	bed	bed^dad^kid
			33012	soundonly_word					hug.m4a	hug	bug^hug^dog
			33013	soundonly_word					po.m4a	p+o	f+o^v+o^p+o
			33014	soundonly_image					leaf.m4a	leaf.png	baby.png^leaf.png^fire.png
			33015	image_word	_ig	pig.png				p	b^p^q
											
PostTest_3	1	3001, 3002, 3003, 3004, 3005, 3006, 3007, 3008, 3009, 3010									
			3001	word_word		ca				c+a	s+a^h+a^c+a
			3002	word_word		ne				n+e	n+e^l+e^b+e
			3003	word_word		do				d+o	l+o^d+o^v+o
			3004	image_word	_at	mat.png				m	b^c^m
			3005	image_word	b__	bag.png				ag	ug^ag^og
			3006	soundonly_word					ta.m4a	t+a	t+a^b+a^r+a
			3007	soundonly_word					ge.m4a	g+e	j+e^g+e^k+e
			3008	soundonly_word					fi.m4a	f+i	b+i^w+i^f+i
			3009	soundonly_image					sun.m4a	sun.png	sun.png^bus.png^star.png
			3010	soundonly_image					cow.m4a	cow.png	dog.png^pig.png^cow.png
											
PostTest_3	2	3011, 3012, 3013, 3014, 3015, 3016, 3017, 3018, 3019, 3020									
			3011	word_word		va				v+a	v+a^l+a^j+a
			3012	word_word		se				s+e	f+e^d+e^s+e
			3013	word_word		hu				h+u	n+u^h+u^c+u
			3014	image_word	_ug	mug.png				m	m^g^s
			3015	image_word	f__	fan.png				an	at^an^am
			3016	soundonly_word					bi.m4a	b+i	v+i^k+i^b+i
			3017	soundonly_word					co.m4a	c+o	c+o^f+o^p+o
			3018	soundonly_word					ju.m4a	j+u	t+u^j+u^n+u
			3019	soundonly_image					bed.m4a	bed.png	bus.png^bed.png^box.png
			3020	soundonly_image					rat.m4a	rat.png	bat.png^mat.png^rat.png
											
MiniTest_4_1	1	41001, 41002, 41003, 41004, 41005									
			41001	image_word		bus.png				bus	bug^bus^bat
			41002	image_word		mom.png				mom	mom^mop^man
			41003	soundonly_word					zip.m4a	zip	cap^net^zip
			41004	soundonly_word					bed.m4a	bed	bed^dad^vet
			41005	soundonly_word					hat.m4a	hat	mat^hat^cat
											
MiniTest_4_1	2	41006, 41007, 41008, 41009, 41010									
			41006	image_word		six.png				six	six^box^fox
			41007	image_word		dog.png				dog	dot^dog^dad
			41008	soundonly_word					red.m4a	red	red^sad^mad
			41009	soundonly_word					box.m4a	box	fox^six^box
			41010	soundonly_word					log.m4a	log	mug^log^bug
											
MiniTest_4_1	3	41011, 41012, 41013, 41014, 41015									
			41011	image_word		kid.png				kid	bed^kit^kid
			41012	image_word		rat.png				rat	rat^red^ram
			41013	soundonly_word					man.m4a	man	pan^man^mat
			41014	soundonly_word					bug.m4a	bug	bug^bus^bag
			41015	soundonly_word					bag.m4a	bag	hug^bad^bag
											
MiniTest_4_2	1	42001, 42002, 42003, 42004, 42005									
			42001	image_word	__um	drum.png				dr	cr^dr^br
			42002	image_word	tr__	tree.png				ee	ee^ie^oa
			42003	soundonly_word					cake.m4a	cake	fake^make^cake
			42004	soundonly_word					nose.m4a	nose	hose^nose^rose
			42005	sentence_word		Choose the pair with the same first sound.			choosepairwithsamefirstsound.m4a	hand, house	hand, house^bug, ten^jump, fan
											
MiniTest_4_2	2	42006, 42007, 42008, 42009, 42010									
			42006	image_word	__og	frog.png				fr	fr^pr^br
			42007	image_word	bl__	blue.png				ue	ee^oo^ue
			42008	soundonly_word					face.m4a	face	pace^face^lace
			42009	soundonly_word					bowl.m4a	bowl	bowl^blow^brown
			42010	sentence_word		Choose the pair with the same first sound.			choosepairwithsamefirstsound.m4a	cat, car	vest, door^hot, girl^cat, car
											
MiniTest_4_2	3	42011, 42012, 42013, 42014, 42015									
			42011	image_word	__ack	black.png				bl	pl^fl^bl
			42012	image_word	st__	star.png				ar	ir^ar^ur
			42013	soundonly_word					rice.m4a	rice	rice^nice^mice
			42014	soundonly_word					baby.m4a	baby	navy^bake^baby
			42015	sentence_word		Choose the pair with the same first sound.			choosepairwithsamefirstsound.m4a	zoo, zebra	king, book^zoo, zebra^sad, map
											
MiniTest_4_3	1	43001, 43002, 43003, 43004, 43005									
			43001	word_word		__eep			sheep.m4a	sh	sh^ch^th
			43002	image_word		milk.png				milk	milk^cherry^bread
			43003	soundonly_word					goat.m4a	goat	gift^boat^goat
			43004	sentence_word		Choose the pair with the same first sound.			choosepairwithsamefirstsound.m4a	under, ugly	under, ugly^enter, ink^and, onion
			43005	sentence_word		Choose the pair with the same first sound.			choosepairwithsamefirstsound.m4a	what, why	the, shoe^what, why^chain, shape
											
MiniTest_4_3	2	43006, 43007, 43008, 43009, 43010									
			43006	image_word		cow.png				cow	cat^frog^cow
			43007	word_word		__at			chat.m4a	ch	ch^wh^sh
			43008	soundonly_word					flower.m4a	flower	fly^flower^plane
			43009	sentence_word		Choose the pair with the same first sound.			choosepairwithsamefirstsound.m4a	idea, ice	onion, arm^idea, ice^egg, ant
			43010	sentence_word		Choose the pair with the same first sound.			choosepairwithsamefirstsound.m4a	choose, chicken	white, chair^ship, chat^choose, chicken
											
MiniTest_4_3	3	43011, 43012, 43013, 43014, 43015									
			43011	word_word		__ip			ship.m4a	sh	sh^wh^th
			43012	image_word		lion.png				lion	lion^tiger^bear
			43013	soundonly_word					dish.m4a	dish	fish^mash^dish
			43014	sentence_word		Choose the pair with the same first sound.			choosepairwithsamefirstsound.m4a	only, old	only, old^it, ax^uncle, idea
			43015	sentence_word		Choose the pair with the same first sound.			choosepairwithsamefirstsound.m4a	this, then	what, that^this, then^child, ship
											
PostTest_4	1	4001, 4002, 4003, 4004, 4005, 4006, 4007, 4008, 4009, 4010									
			4001	image_word		cat.png				cat	rat^dog^cat
			4002	image_word		duck.png				duck	duck^crab^nest
			4003	image_word	__og	frog.png				fr	fr^pr^fl
			4004	image_word	__ue	blue.png				bl	br^bl^pl
			4005	soundonly_word					chick.m4a	chick	chop^ship^chick
			4006	image_word		l8_boyreading.png				read	read^sing^swim
			4007	image_word		l6_hedoctor.png				doctor	doctor^teacher^farmer
			4008	soundonly_word					cream.m4a	cream	crown^cream^cloud
			4009	sentence_sentence		Choose the pair with the same first sound.			choosepairwithsamefirstsound.m4a	gas, girl	zebra, salad^door, book^gas, girl
			4010	sentence_sentence		Choose the pair with the same first sound.			choosepairwithsamefirstsound.m4a	water, watch	water, watch^vest, bed^quiet, piano
											
PostTest_4	2	4011, 4012, 4013, 4014, 4015, 4016, 4017, 4018, 4019, 4020									
			4011	image_word		mug.png				mug	hug^mug^mat
			4012	image_word		rain.png				rain	lamp^nest^rain
			4013	image_word	__ock	clock.png				cl	fl^pl^cl
			4014	image_word	__een	green.png				gr	gr^br^pr
			4015	soundonly_word					shirt.m4a	shirt	chin^shirt^short
			4016	image_word		l8_heswimming.png				swim	read^sing^swim
			4017	image_word		l6_heteacher.png				teacher	doctor^teacher^farmer
			4018	soundonly_word					blouse.m4a	blouse	flower^yellow^blouse
			4019	sentence_sentence		Choose the pair with the same first sound.			choosepairwithsamefirstsound.m4a	jump, juice	jump, juice^game, dirty^find, visit
			4020	sentence_sentence		Choose the pair with the same first sound.			choosepairwithsamefirstsound.m4a	color, cube	tend, ball^lake, room^color, cube
											
MiniTest_5_1	1	51001, 51002, 51003, 51004, 51005									
			51001	sentence_word		Choose the right one.			nest.m4a	nest	best^pest^nest
			51002	sentence_word		Choose the right one.			snake.m4a	snake	snake^smake^spake
			51003	image_word		cake.png				cake	cake^lake^make
			51004	soundonly_image					book_en_216_page_5_1.m4a	book_en_216_page_5.png	book_en_216_page_5.png^book_en_216_page_6.png^book_en_216_page_3.png
			51005	sentence_word		Some cats have __________.			book_en_215_page_8_1.m4a	long ears	long ears^spots^small eyes
											
MiniTest_5_1	2	51006, 51007, 51008, 51009, 51010									
			51006	sentence_word		Choose the right one.			face.m4a	face	vase^face^case
			51007	sentence_word		Choose the right one.			chair.m4a	chair	shair^whair^chair
			51008	image_word		flower.png				flower	flower^toilet^basket
			51009	soundonly_image					book_en_216_page_3_1.m4a	book_en_216_page_3.png	book_en_216_page_5.png^book_en_216_page_6.png^book_en_216_page_3.png
			51010	sentence_word		Some cats like _________.			book_en_215_page_6_1.m4a	the sun	the moon^the sun^the rain
											
MiniTest_5_1	3	51011, 51012, 51013, 51014, 51015									
			51011	sentence_word		Choose the right one.			ball.m4a	ball	ball^fall^call
			51012	sentence_word		Choose the right one.			train.m4a	train	drain^train^crain
			51013	image_word		helmet.png				helmet	helmet^number^sunset
			51014	soundonly_image					book_en_216_page_6_1.m4a	book_en_216_page_6.png	book_en_216_page_5.png^book_en_216_page_6.png^book_en_216_page_3.png
			51015	sentence_word		Some cats like _________.			book_en_215_page_7_1.m4a	the moon	the moon^the sun^the rain
											
MiniTest_5_2	1	52001, 52002, 52003, 52004, 52005									
			52001	sentence_word		Choose the right one.			duck.m4a	duck	duck^buck^luck
			52002	sentence_word		Choose the right one.			heart.m4a	heart	hiert^heart^hart
			52003	soundonly_word					play.m4a	play	fly^clay^play
			52004	sentence_word		This is my ____.			thisismybrother.m4a	brother	brother^mother^dad
			52005	sentence_word		Fred is in his _____.			fredisinhisbedroom.m4a	bedroom	bedroom^kitchen^house
											
MiniTest_5_2	2	52006, 52007, 52008, 52009, 52010									
			52006	sentence_word		Choose the right one.			news.m4a	news	mews^vews^news
			52007	sentence_word		Choose the right one.			paper.m4a	paper	paper^peper^papir
			52008	soundonly_word					sweet.m4a	sweet	sweet^green^brown
			52009	sentence_word		This is my ____.			thisismymother.m4a	mother	brother^mother^dad
			52010	sentence_word		Cindy is in the _____.			cindyisinthekitchen.m4a	kitchen	bedroom^kitchen^house
											
MiniTest_5_2	3	52011, 52012, 52013, 52014, 52015									
			52011	sentence_word		Choose the right one.			lion.m4a	lion	bion^lion^rion
			52012	sentence_word		Choose the right one.			water.m4a	water	wator^watur^water
			52013	soundonly_word					boat.m4a	boat	boat^lunch^goat
			52014	sentence_word		This is my ____.			thisismydad.m4a	dad	brother^mother^dad
			52015	sentence_word		We need a ____.			weneedalamp.m4a	lamp	chair^picture^lamp
											
MiniTest_5_3	1	53001, 53002, 53003, 53004, 53005									
			53001	sentence_word		Choose the right one.			stick.m4a	stick	skick^spick^stick
			53002	sentence_word		Choose the right one.			father.m4a	father	pather^father^fathor
			53003	soundonly_word					pants.m4a	pants	pants^boots^shorts
			53004	sentence_word		Choose the pair with the same first sound.			choosepairwithsamefirstsound.m4a	flood, fly	grass, cross^flood, fly^drive, crab
			53005	sentence_word		I want to play near _______.			book_en_222_page_2_1.m4a	the car	the car^at home^the tent
											
MiniTest_5_3	2	53006, 53007, 53008, 53009, 53010									
			53006	sentence_word		Choose the right one.			floor.m4a	floor	floor^bloor^froor
			53007	sentence_word		Choose the right one.			dress.m4a	dress	bress^dress^dres
			53008	soundonly_word					shorts.m4a	shorts	pants^boots^shorts
			53009	sentence_word		Choose the pair with the same first sound.			choosepairwithsamefirstsound.m4a	black, blow	cold, bear^enter, under^black, blow
			53010	sentence_word		I want to play _______.			book_en_222_page_3_1.m4a	at home	the car^at home^the tent
											
MiniTest_5_3	3	53011, 53012, 53013, 53014, 53015									
			53011	sentence_word		Choose the right one.			money.m4a	money	mony^money^monye
			53012	sentence_word		Choose the right one.			brush.m4a	brush	brush^bruch^blush
			53013	soundonly_word					boots.m4a	boots	pants^boots^shorts
			53014	sentence_word		Choose the pair with the same first sound.			choosepairwithsamefirstsound.m4a	shake, shirt	shake, shirt^stay, there^blush, snake
			53015	sentence_word		I want to play in _______.			book_en_222_page_5_1.m4a	the tent	the car^at home^the tent
											
PostTest_5	1	5001, 5002, 5003, 5004, 5005, 5006, 5007, 5008, 5009, 5010									
			5001	soundonly_word					fish.m4a	fish	dish^fish^farm
			5002	soundonly_word					chair.m4a	chair	shop^church^chair
			5003	soundonly_word					teacher.m4a	teacher	teacher^student^classroom
			5004	sentence_sentence		Choose the pair with the same first sound.			choosepairwithsamefirstsound.m4a	choose, chick	child, that^choose, chick^shape, whale
			5005	sentence_sentence		Choose the pair with the same first sound.			choosepairwithsamefirstsound.m4a	play, plane	play, plane^flood, black^small, crab
			5006	image_word		yellow.png				yellow	white^black^yellow
			5007	image_word		house.png				house	house^paper^clock
			5008	sentence_word		Some animals are ______.			someanimalsarebig.m4a	big	tall^big^small
			5009	sentence_word		These are our ______.			theseareourhands.m4a	hands	knees^ears^hands
			5010	sentence_word		Hamisi rides his bicycle to _________.			book_en_232_page_3_1.m4a	the store 	the store^the market^school
											
PostTest_5	2	5011, 5012, 5013, 5014, 5015, 5016, 5017, 5018, 5019, 5020									
			5011	soundonly_word					lion.m4a	lion	lion^frog^duck
			5012	soundonly_word					snake.m4a	snake	stop^snail^snake
			5013	soundonly_word					student.m4a	student	teahcer^student^classroom
			5014	sentence_sentence		Choose the pair with the same first sound.			choosepairwithsamefirstsound.m4a	they, them	shoe, chap^what, short^they, them
			5015	sentence_sentence		Choose the pair with the same first sound.			choosepairwithsamefirstsound.m4a	truck, tree	dress, cross^truck, tree^blow, clock
			5016	image_word		heart.png				heart	heart^grass^stick
			5017	image_word		river.png				river	mouse^words^river
			5018	sentence_word		Some animals ______.			someanimalswalk.m4a	walk	walk^swim^fly
			5019	sentence_word		This is your ______.			thisisyourhead.m4a	head	face^hair^head
			5020	sentence_word		Hamisi rides his bicycle to _________.			book_en_232_page_4_1.m4a	the market	the store^the market^school
											
MiniTest_6_1	1	61001, 61002, 61003, 61004, 61005									
			61001	soundonly_word					window.m4a	window	window^bathroom^door
			61002	soundonly_word					rain.m4a	rain	rain^storm^earth
			61003	sentence_word		The ______ are in the sky.			thebirdsareinthesky.m4a	birds	birds^chicken^frogs
			61004	image_sentence		l1_littlemouse.png			alittlemouse.m4a	A little mouse.	A little mouse.^An orange dress.^A black book.
			61005	image_sentence		l1_tallboy.png			atallboy.m4a	A tall boy.	A tall boy.^A tall baby.^A tall girl.
											
MiniTest_6_1	2	61006, 61007, 61008, 61009, 61010									
			61006	soundonly_word					bathroom.m4a	bathroom	window^bathroom^door
			61007	soundonly_word					storm.m4a	storm	rain^storm^earth
			61008	sentence_word		The ______ are in the nest.			thebirdsareinthenest.m4a	birds	birds^chicken^frogs
			61009	image_sentence		l3_3pails.png			threepails.m4a	Three pails.	Two pails.^Three boxes.^Three pails.
			61010	image_sentence		l1_orangehat.png			anorangehat.m4a	An orange hat.	An orange shirt.^An orange hat.^An orange orange.
											
MiniTest_6_1	3	61011, 61012, 61013, 61014, 61015									
			61011	soundonly_word					door.m4a	door	window^bathroom^door
			61012	soundonly_word					earth.m4a	earth	rain^storm^earth
			61013	sentence_word		Brian cannot ______ high.			briancannotjumphigh.m4a	jump	run^dance^jump
			61014	image_sentence		l1_littleant.png			alittleant.m4a	A little ant.	A little mouse.^A little ant.^A big cat.
			61015	image_sentence		l2_blackbear.png			ablackbear.m4a	A black bear.	A black bear.^A black boot.^A black dog.
											
MiniTest_6_2	1	62001, 62002, 62003, 62004, 62005									
			62001	image_sentence		l4_1boy2chairs.png			aboyandtwochairs.m4a	A boy and two chairs.	A boy and two chairs.^A spoon and two forks.^Two lemons and a tomato.
			62002	image_sentence		like_5.png			sameats.m4a	Sam eats.	Sam eats.^Mac plays.^The plant grows.
			62003	sentence_word		A _____ bus.			ayellowbus.m4a	yellow	yellow^big^black
			62004	sentence_word		Amy _____ sick.			amyissick.m4a	is	is^are^am
			62005	soundonly_image					igiveourcowwater.m4a	book_en_314_page_5.png	book_en_314_page_6.png^book_en_314_page_7.png^book_en_314_page_5.png
											
MiniTest_6_2	2	62006, 62007, 62008, 62009, 62010									
			62006	image_sentence		l4_1spoon2forks.png			aspoonandtwoforks.m4a	A spoon and two forks.	A boy and two chairs.^A spoon and two forks.^Two lemons and a tomato.
			62007	image_sentence		like_2.png			macplays.m4a	Mac plays.	Sam eats.^Mac plays.^The plant grows.
			62008	sentence_word		A pink ______.			apinkdress.m4a	dress	dress^house^shirt
			62009	sentence_word		I _____ thirsty.			iamthirsty.m4a	am	is^are^am
			62010	soundonly_image					shelikescarrots.m4a	book_en_314_page_6.png	book_en_314_page_6.png^book_en_314_page_7.png^book_en_314_page_5.png
											
MiniTest_6_2	3	62011, 62012, 62013, 62014, 62015									
			62011	image_sentence		l4_2lemons1tomato.png			twolemonsandatomato.m4a	Two lemons and a tomato.	A boy and two chairs.^A spoon and two forks.^Two lemons and a tomato.
			62012	image_sentence		plants_7.png			theplantgrows.m4a	The plant grows.	Sam eats.^Mac plays.^The plant grows.
			62013	sentence_word		_____ cups.			fourcups.m4a	Four	Four^Ten^Clean
			62014	sentence_word		My brothers _____ students.			mybrothersarestudents.m4a	are	is^are^am
			62015	soundonly_image					fathermilksourcoweveryday.m4a	book_en_314_page_7.png	book_en_314_page_6.png^book_en_314_page_7.png^book_en_314_page_5.png
											
MiniTest_6_3	1	63001, 63002, 63003, 63004, 63005									
			63001	sentence_word		Choose the right one.			dolphin.m4a	dolphin	dolphin^airplane^sleep
			63002	sentence_word		Choose the right sentence.			shewalks.m4a	She walks.	She walks.^Shewalks.^she walks
			63003	sentence_word		They are _______.			theyarefarmers.m4a	farmers	farmers^strong^doctors
			63004	image_sentence		book_en_328_page_2.png			book_en_328_page_2_1.m4a	This red food can be hot.	This red food can be hot.^Yellow food can be a drink.^This brown food is sweet.
			63005	sentence_sentence		_________ Rabbit said.			book_en_323_page_7_12.m4a	"I'm sorry,"	"I'm sad,"^"I'm happy,"^"I'm sorry,"
											
MiniTest_6_3	2	63006, 63007, 63008, 63009, 63010									
			63006	sentence_word		Choose the right one.			airplane.m4a	airplane	dolphin^airplane^sleep
			63007	sentence_word		Choose the right sentence.			birdsfly.m4a	Birds fly.	Birds fly.^Birdsfly.^birds fly
			63008	sentence_word		He is at _______.			heisatschool.m4a	school	school^home^the park
			63009	image_sentence		book_en_328_page_5.png			book_en_328_page_5_1.m4a	Yellow food can make a drink.	This red food can be hot.^Yellow food can make a drink.^This brown food is sweet.
			63010	sentence_sentence		Rabbit said, "____________"			book_en_323_page_2_12.m4a	Let's play a game.	Let's jump.^Let's play a game.^Let's play ball.
											
MiniTest_6_3	3	63011, 63012, 63013, 63014, 63015									
			63011	sentence_word		Choose the right one.			sleep.m4a	sleep	dolphin^airplane^sleep
			63012	sentence_word		Choose the right sentence.			heplays.m4a	He plays.	He plays.^Heplays.^he plays
			63013	sentence_word		He doesn't have a _______.			hedoesnthaveapen.m4a	pen	pen^sister^car
			63014	image_sentence		book_en_328_page_8.png			book_en_328_page_8_1.m4a	This brown food is sweet.	This red food can be hot.^Yellow food can make a drink.^This brown food is sweet.
			63015	sentence_sentence		_________ said Elephant.			book_en_323_page_4_12.m4a	"Now it is my turn,"	"Now it is my turn,"^"Now let's go,"^"Now we can play,"
											
PostTest_6	1	6001, 6002, 6003, 6004, 6005, 6006, 6007, 6008, 6009, 6010									
			6001	soundonly_word					helmet.m4a	helmet	toilet^helmet^sunset
			6002	image_sentence		l1_orangehat.png			anorangehat.m4a	An orange hat.	An orange shirt.^An orange hat.^A black hat.
			6003	image_sentence		l4_1lemon2tomatos.png			alemonandtwotomatoes.m4a	A lemon and two tomatoes.	An orange and two tomatoes.^A lemon and two tomatoes.^Two lemons and two tomatoes.
			6004	image_sentence		l3_5ants.png			fiveants.m4a	Five ants.	Five ants.^Five apples.^Four ants.
			6005	soundonly_sentence					myhouse.m4a	my house	my desk^my house^your house
			6006	soundonly_sentence					longsnakes.m4a	long snakes	long snakes^long pants^long pencils
			6007	soundonly_sentence					goodmorning.m4a	Good morning.	Hello.^Good morning.^Good afternoon.
			6008	paragraph_sentence	What has no angles?	Let's learn about shapes. A triangle has three sides and three angles. A square has four equal sides and four equal angles. A circle has no angles. It is perfectly round.				A circle.	A triangle.^A square.^A circle.
			6009	paragraph_sentence	Who milks our cow?	This is our cow. I give our cow water. I give our cow treats. She likes carrots. Father milks our cow every day. We sell some of the milk for money.				Father.	Father.^I.^Our cow.
			6010	imageseq_sentence		Pomegranates are red.		Papayas are also filled with seeds.	book_en_321_page_34.m4a	They are full of seeds that taste sweet.	Some fruit grow on trees.^They are full of seeds that taste sweet.^Some guavas are pink, too
											
PostTest_6	2	6011, 6012, 6013, 6014, 6015, 6016, 6017, 6018, 6019, 6020									
			6011	soundonly_word					sunset.m4a	sunset	toilet^helmet^sunset
			6012	image_sentence		l2_blackbear.png			ablackbear.m4a	A black bear.	A black bear.^A white bear.^A black dog.
			6013	image_sentence		l4_2spoons2forks.png			twospoonsandtwoforks.m4a	Two spoons and two forks.	Two spoons and a fork.^Two spoons and two forks.^A spoon and two forks.
			6014	image_sentence		l3_2cars.png			twocars.m4a	Two cars.	Two cars.^Two buses.^Three cars.
			6015	soundonly_sentence					threedogs.m4a	three dogs	three cats^three dogs^four dogs
			6016	soundonly_sentence					shorthair.m4a	short hair	short hair^long hair^short skirt
			6017	soundonly_sentence					itisatruck.m4a	It is a truck.	It is a tree.^It is a car.^It is a truck.
			6018	paragraph_sentence	What has four equal sides and angles?	Let's learn about shapes. A triangle has three sides and three angles. A square has four equal sides and four equal angles. A circle has no angles. It is perfectly round.				A square.	A triangle.^A square.^A circle.
			6019	paragraph_sentence	What does our cow like?	This is our cow. I give our cow water. I give our cow treats. She likes carrots. Father milks our cow every day. We see some of the milk for money.				Carrots.	Money.^Milk.^Carrots.
			6020	imageseq_sentence		Fruits can be sweet.		Vegetables can be crunchy.	book_en_330_page_23.m4a	They can be full of vitamins.	They can be full of vitamins.^It can make you strong.^Always drink lots of water.
											
MiniTest_7_1	1	71001, 71002, 71003, 71004, 71005									
			71001	image_sentence		l7_hecandrive.png			hecandrive.m4a	He can drive.	He can drive.^She can drive.^He can draw.
			71002	image_sentence		l5_shirtdirty.png			thisshirtisdirty.m4a	This shirt is dirty.	This shoe is dirty.^This shirt is clean.^This shirt is dirty.
			71003	sentence_sentence		Choose the right one.			choosetherightone.m4a	Leo can run fast.	Leo can run fast.^Leo can running fast.^Leo runs can fast.
			71004	sentence_sentence		Choose the right one.			choosetherightone.m4a	She has a mango.	She has a mango.^She have a mango.^She having a mango.
			71005	soundonly_image					shemetadolphin.m4a	book_en_319_page_6.png	book_en_319_page_7.png^book_en_319_page_6.png^book_en_319_page_10.png
											
MiniTest_7_1	2	71006, 71007, 71008, 71009, 71010									
